#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 02 09 00 50 999 99.0 99.0  2.62 14.81  8.75 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 01 50 999 99.0 99.0  2.84 14.81  8.99 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 02 50 999 99.0 99.0  2.77 14.81  8.69 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 03 50 999 99.0 99.0  2.53 13.79  8.12 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 04 50 999 99.0 99.0  2.83 13.79  8.64 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 05 50 999 99.0 99.0  2.37 13.79  7.76 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 06 50 999 99.0 99.0  2.49 13.79  8.32 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 07 50 999 99.0 99.0  2.35 12.90  7.65 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 08 50 999 99.0 99.0  2.18 12.12  7.23 224 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 09 50 999 99.0 99.0  2.34 13.79  7.62 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 10 50 999 99.0 99.0  2.24 13.79  7.63 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 11 50 999 99.0 99.0  2.26 12.90  7.95 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 12 50 999 99.0 99.0  2.11 12.90  7.53 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 13 50 999 99.0 99.0  2.19 13.79  7.37 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 14 50 999 99.0 99.0  2.34 12.90  6.94 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 15 50 999 99.0 99.0  2.47 13.79  6.92 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 16 50 999 99.0 99.0  2.45 13.79  6.96 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 17 50 999 99.0 99.0  2.36 13.79  6.83 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 18 50 999 99.0 99.0  2.42 13.79  7.33 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 19 50 999 99.0 99.0  2.16 12.12  6.65 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 20 50 999 99.0 99.0  2.68 13.79  7.42 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 21 50 999 99.0 99.0  2.34 12.90  6.58 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 22 50 999 99.0 99.0  2.54 12.90  6.71 208 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 09 23 50 999 99.0 99.0  2.53 12.12  6.71 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 00 50 999 99.0 99.0  2.72 12.90  6.87 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 01 50 999 99.0 99.0  2.58 13.79  6.44 228 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 02 50 999 99.0 99.0  2.67 12.12  6.92 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 03 50 999 99.0 99.0  2.88 12.90  7.09 204 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 04 50 999 99.0 99.0  2.86 12.90  7.15 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 05 50 999 99.0 99.0  2.76 12.90  7.05 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 06 50 999 99.0 99.0  2.65 12.12  7.03 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 07 50 999 99.0 99.0  2.61 12.12  7.20 196 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 08 50 999 99.0 99.0  2.60 14.81  6.97 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 09 50 999 99.0 99.0  2.58 16.00  7.57 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 10 50 999 99.0 99.0  2.63 14.81  7.05 228 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 11 50 999 99.0 99.0  2.94 14.81  8.01 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 12 50 999 99.0 99.0  2.60 14.81  7.45 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 13 50 999 99.0 99.0  2.80 14.81  7.84 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 14 50 999 99.0 99.0  2.76 13.79  7.85 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 15 50 999 99.0 99.0  2.72 14.81  7.62 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 16 50 999 99.0 99.0  2.82 13.79  7.83 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 17 50 999 99.0 99.0  2.65 14.81  7.48 207 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 18 50 999 99.0 99.0  2.63 12.12  7.52 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 19 50 999 99.0 99.0  2.49 14.81  7.33 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 20 50 999 99.0 99.0  2.60 14.81  7.37 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 21 50 999 99.0 99.0  2.52 13.79  7.33 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 22 50 999 99.0 99.0  2.58 13.79  7.56 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 10 23 50 999 99.0 99.0  2.47 13.79  7.30 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 00 50 999 99.0 99.0  2.43 12.90  7.58 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 01 50 999 99.0 99.0  2.66 13.79  7.54 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 02 50 999 99.0 99.0  2.57 13.79  7.24 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 03 50 999 99.0 99.0  2.52 13.79  7.28 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 04 50 999 99.0 99.0  2.40 13.79  6.99 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 05 50 999 99.0 99.0  2.48 13.79  7.10 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 06 50 999 99.0 99.0  2.29 13.79  7.34 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 07 50 999 99.0 99.0  2.36 13.79  6.86 226 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 08 50 999 99.0 99.0  2.43 13.79  7.32 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 09 50 999 99.0 99.0  2.45 12.90  7.60 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 10 50 999 99.0 99.0  2.07 12.90  7.19 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 11 50 999 99.0 99.0  2.04 12.90  7.36 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 12 50 999 99.0 99.0  1.91 12.90  6.97 204 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 13 50 999 99.0 99.0  2.13 12.90  7.49 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 14 50 999 99.0 99.0  2.03 12.12  7.34 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 15 50 999 99.0 99.0  2.18 12.12  7.68 222 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 16 50 999 99.0 99.0  2.11 12.90  7.52 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 18 50 999 99.0 99.0  2.02 12.12  6.97 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 19 50 999 99.0 99.0  1.97 12.12  6.41 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 20 50 999 99.0 99.0  1.96 10.00  6.12 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 21 50 999 99.0 99.0  2.22 11.43  6.41 224 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 22 50 999 99.0 99.0  1.98 12.12  6.33 230 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 11 23 50 999 99.0 99.0  1.82 12.12  6.12 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 00 50 999 99.0 99.0  2.05 12.12  6.49 230 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 01 50 999 99.0 99.0  1.99 12.12  6.17 224 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 02 50 999 99.0 99.0  2.01 12.90  6.20 230 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 03 50 999 99.0 99.0  2.12 12.12  6.25 227 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 04 50 999 99.0 99.0  1.97 12.12  6.05 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 05 50 999 99.0 99.0  2.04 12.12  6.06 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 06 50 999 99.0 99.0  1.95 12.12  6.10 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 07 50 999 99.0 99.0  2.05 12.90  6.42 228 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 08 50 999 99.0 99.0  2.00 12.12  6.15 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 09 50 999 99.0 99.0  1.98 12.12  6.23 228 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 10 50 999 99.0 99.0  1.98 12.12  6.53 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 11 50 999 99.0 99.0  1.95 11.43  6.87 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 12 50 999 99.0 99.0  1.90 11.43  6.44 227 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 13 50 999 99.0 99.0  1.84 10.81  6.50 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 14 50 999 99.0 99.0  1.88 21.05  6.40 222 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 15 50 999 99.0 99.0  2.06 11.43  6.72 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 16 50 999 99.0 99.0  1.95 11.43  6.38 228 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 17 50 999 99.0 99.0  2.13 12.12  6.99 233 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 18 50 999 99.0 99.0  1.90  6.67  6.45 153 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 19 50 999 99.0 99.0  1.98 10.81  6.68 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 20 50 999 99.0 99.0  1.98 21.05  6.64 235 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 21 50 999 99.0 99.0  2.00 21.05  6.66 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 22 50 999 99.0 99.0  1.91 21.05  6.70 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 12 23 50 999 99.0 99.0  1.94 19.05  6.54 199 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 00 50 999 99.0 99.0  1.98 11.43  6.53 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 01 50 999 99.0 99.0  1.99 19.05  6.72 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 02 50 999 99.0 99.0  2.00 19.05  7.11 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 03 50 999 99.0 99.0  2.02 19.05  7.07 207 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 04 50 999 99.0 99.0  2.27 19.05  7.80 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 05 50 999 99.0 99.0  2.32 19.05  7.96 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 06 50 999 99.0 99.0  2.24 19.05  7.58 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 07 50 999 99.0 99.0  2.26 19.05  7.33 237 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 08 50 999 99.0 99.0  2.32 19.05  7.36 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 09 50 999 99.0 99.0  2.32 19.05  8.20 206 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 10 50 999 99.0 99.0  2.71 19.05  8.69 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 11 50 999 99.0 99.0  2.53 17.39  8.50 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 12 50 999 99.0 99.0  2.62 17.39  8.43 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 13 50 999 99.0 99.0  2.39 17.39  8.48 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 14 50 999 99.0 99.0  2.85 17.39  9.15 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 15 50 999 99.0 99.0  2.76 17.39  8.82 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 16 50 999 99.0 99.0  3.13 17.39  9.93 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 17 50 999 99.0 99.0  2.54 17.39  8.56 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 18 50 999 99.0 99.0  2.70 17.39  9.00 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 19 50 999 99.0 99.0  3.12 17.39 10.53 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 20 50 999 99.0 99.0  3.16 17.39  9.83 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 21 50 999 99.0 99.0  3.49 17.39 10.70 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 22 50 999 99.0 99.0  3.39 17.39 10.73 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 13 23 50 999 99.0 99.0  2.80 17.39 10.06 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 00 50 999 99.0 99.0  2.84 16.00 10.02 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 01 50 999 99.0 99.0  3.51 16.00 11.77 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 02 50 999 99.0 99.0  3.49 16.00 11.63 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 03 50 999 99.0 99.0  2.75 17.39 10.47 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 04 50 999 99.0 99.0  3.00 17.39 10.89 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 05 50 999 99.0 99.0  2.98 16.00 10.77 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 06 50 999 99.0 99.0  3.17 16.00 11.28 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 07 50 999 99.0 99.0  3.21 16.00 11.15 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 08 50 999 99.0 99.0  3.03 14.81 10.01 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 09 50 999 99.0 99.0  3.76 16.00 11.49 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 10 50 999 99.0 99.0  3.83 16.00 11.38 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 11 50 999 99.0 99.0  3.17 16.00 11.10 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 12 50 999 99.0 99.0  2.90 16.00 10.50 224 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 13 50 999 99.0 99.0  3.05 16.00 10.76 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 14 50 999 99.0 99.0  3.09 16.00 11.03 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 15 50 999 99.0 99.0  3.24 16.00 11.23 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 16 50 999 99.0 99.0  3.76 14.81 11.84 222 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 17 50 999 99.0 99.0  3.33 16.00 11.19 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 18 50 999 99.0 99.0  3.30 14.81 11.04 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 19 50 999 99.0 99.0  2.81 14.81 10.44 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 20 50 999 99.0 99.0  2.75 14.81 10.47 208 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 21 50 999 99.0 99.0  2.82 16.00 10.17 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 22 50 999 99.0 99.0  2.79 16.00 10.23 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 14 23 50 999 99.0 99.0  3.00 14.81 10.52 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 00 50 999 99.0 99.0  2.81 14.81 10.32 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 01 50 999 99.0 99.0  2.58 14.81 10.13 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 02 50 999 99.0 99.0  2.70 14.81 10.16 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 03 50 999 99.0 99.0  2.55 12.90  9.99 207 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 04 50 999 99.0 99.0  2.23 12.90  9.20 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 05 50 999 99.0 99.0  2.31 12.90  9.60 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 06 50 999 99.0 99.0  2.59 14.81 10.09 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 07 50 999 99.0 99.0  2.44 12.90  9.97 222 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 08 50 999 99.0 99.0  2.44 14.81  9.86 207 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 09 50 999 99.0 99.0  2.47 14.81  9.34 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 10 50 999 99.0 99.0  2.46 14.81  9.14 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 11 50 999 99.0 99.0  2.33 13.79  8.77 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 12 50 999 99.0 99.0  2.29 14.81  9.07 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 13 50 999 99.0 99.0  2.24 12.90  9.19 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 14 50 999 99.0 99.0  2.33 13.79  9.52 226 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 15 50 999 99.0 99.0  2.31 14.81  9.67 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 16 50 999 99.0 99.0  2.39 13.79  9.64 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 17 50 999 99.0 99.0  2.00 13.79  8.84 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 18 50 999 99.0 99.0  2.02 12.90  8.88 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 19 50 999 99.0 99.0  1.95 13.79  8.75 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 20 50 999 99.0 99.0  1.75 13.79  8.13 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 21 50 999 99.0 99.0  2.08 13.79  8.61 230 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 22 50 999 99.0 99.0  2.05 13.79  8.45 222 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 15 23 50 999 99.0 99.0  1.94 13.79  8.20 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 00 50 999 99.0 99.0  1.97 13.79  8.19 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 02 50 999 99.0 99.0  2.05 13.79  8.21 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 03 50 999 99.0 99.0  1.92 13.79  7.76 207 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 04 50 999 99.0 99.0  1.95 12.90  7.34 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 05 50 999 99.0 99.0  1.83 12.90  7.54 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 06 50 999 99.0 99.0  1.98 12.90  7.58 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 07 50 999 99.0 99.0  1.86 13.79  6.96 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 08 50 999 99.0 99.0  1.93 12.90  7.61 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 09 50 999 99.0 99.0  1.90 12.90  7.24 203 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 10 50 999 99.0 99.0  1.98 13.79  6.89 207 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 11 50 999 99.0 99.0  2.26 12.90  7.70 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 12 50 999 99.0 99.0  1.92 12.90  7.51 239 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 13 50 999 99.0 99.0  2.20 12.90  8.35 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 14 50 999 99.0 99.0  1.85 13.79  7.86 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 15 50 999 99.0 99.0  2.10 12.90  7.67 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 16 50 999 99.0 99.0  2.24 13.79  7.90 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 17 50 999 99.0 99.0  2.23 12.90  7.53 224 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 18 50 999 99.0 99.0  2.20 12.90  7.69 228 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 19 50 999 99.0 99.0  2.36 14.81  7.62 223 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 20 50 999 99.0 99.0  2.26 12.12  7.51 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 21 50 999 99.0 99.0  2.30 14.81  7.99 232 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 16 23 50 999 99.0 99.0  2.35 12.12  7.77 208 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 00 50 999 99.0 99.0  2.16 13.79  7.53 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 01 50 999 99.0 99.0  2.10 14.81  7.29 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 02 50 999 99.0 99.0  2.05 13.79  7.31 222 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 03 50 999 99.0 99.0  2.20 13.79  7.82 226 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 04 50 999 99.0 99.0  2.05 14.81  7.44 235 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 05 50 999 99.0 99.0  2.24 13.79  7.56 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 06 50 999 99.0 99.0  2.35 13.79  7.90 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 07 50 999 99.0 99.0  2.05 13.79  7.64 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 08 50 999 99.0 99.0  2.10 13.79  7.40 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 09 50 999 99.0 99.0  1.96 13.79  7.45 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 10 50 999 99.0 99.0  2.10 13.79  7.50 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 11 50 999 99.0 99.0  2.04 13.79  7.57 238 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 12 50 999 99.0 99.0  2.12 12.12  7.58 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 13 50 999 99.0 99.0  1.98 13.79  7.54 233 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 14 50 999 99.0 99.0  2.14 12.90  7.77 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 15 50 999 99.0 99.0  1.88 12.90  7.41 217 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 16 50 999 99.0 99.0  1.87 12.12  7.41 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 17 50 999 99.0 99.0  1.81 12.90  7.15 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 18 50 999 99.0 99.0  1.93 12.90  7.25 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 19 50 999 99.0 99.0  1.96 12.90  7.32 229 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 20 50 999 99.0 99.0  2.15 12.90  7.54 225 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 21 50 999 99.0 99.0  2.01 12.90  7.57 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 22 50 999 99.0 99.0  2.13 12.90  7.54 208 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 17 23 50 999 99.0 99.0  1.87 13.79  6.72 224 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 00 50 999 99.0 99.0  2.07 12.12  7.19 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 01 50 999 99.0 99.0  1.98 12.12  6.74 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 02 50 999 99.0 99.0  1.95 12.90  7.05 210 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 03 50 999 99.0 99.0  1.79 12.12  6.88 209 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 04 50 999 99.0 99.0  1.99 12.12  7.76 218 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 05 50 999 99.0 99.0  2.16 12.90  7.81 216 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 06 50 999 99.0 99.0  1.77 12.90  6.97 220 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 07 50 999 99.0 99.0  1.64 13.79  6.93 235 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 08 50 999 99.0 99.0  1.84 12.12  7.19 219 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 09 50 999 99.0 99.0  1.81 12.12  7.20 211 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 10 50 999 99.0 99.0  1.90 12.12  7.21 214 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 11 50 999 99.0 99.0  1.78 12.12  6.60 212 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 12 50 999 99.0 99.0  1.83 11.43  6.56 213 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 13 50 999 99.0 99.0  1.98 11.43  6.62 215 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 14 50 999 99.0 99.0  1.81 12.90  6.20 238 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 15 50 999 99.0 99.0  1.74 12.12  6.45 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 16 50 999 99.0 99.0  1.84 11.43  6.72 221 9999.0 999.0 999.0 999.0 99.0 99.00
2017 02 18 17 50 999 99.0 99.0  1.71 12.12  6.23 222 9999.0 999.0 999.0 999.0 99.0 99.00
